GeneSymbol	#tax_id	GeneID	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
AHNAK2	9606	113146	-	C14orf78	MIM:608570|HGNC:HGNC:20125|Ensembl:ENSG00000185567|AllianceGenome:HGNC:20125	14	14q32.33	AHNAK nucleoprotein 2	protein-coding	AHNAK2	AHNAK nucleoprotein 2	O	protein AHNAK2	20250503	-
AKAP12	9606	9590	-	AKAP250|SSeCKS	MIM:604698|HGNC:HGNC:370|Ensembl:ENSG00000131016|AllianceGenome:HGNC:370	6	6q25.1	A-kinase anchoring protein 12	protein-coding	AKAP12	A-kinase anchoring protein 12	O	A-kinase anchor protein 12|A kinase (PRKA) anchor protein 12|A-kinase anchor protein, 250kDa|Src-Suppressed C Kinase Substrate|kinase scaffold protein gravin|myasthenia gravis autoantigen gravin	20250511	-
AKNA	9606	80709	-	-	MIM:605729|HGNC:HGNC:24108|Ensembl:ENSG00000106948|AllianceGenome:HGNC:24108	9	9q32	AT-hook transcription factor	protein-coding	AKNA	AT-hook transcription factor	O	microtubule organization protein AKNA|AKNA transcript F2|AT-hook transcription factor AKNA|AT-hook-containing transcription factor	20250503	-
AKT3	9606	10000	-	MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	MIM:611223|HGNC:HGNC:393|Ensembl:ENSG00000117020|AllianceGenome:HGNC:393	1	1q43-q44	AKT serine/threonine kinase 3	protein-coding	AKT3	AKT serine/threonine kinase 3	O	RAC-gamma serine/threonine-protein kinase|PKB gamma|RAC-gamma serine/threonine protein kinase|v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	20250503	-
AL023284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL031058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL031429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL035661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL049692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL049838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL139351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL161785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL162413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL354836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL355309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL390719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL390719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL445205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL589880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL596442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL627309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALDH18A1	9606	5832	-	ADCL3|ARCL3A|GSAS|P5CS|PYCS|SPG9|SPG9A|SPG9B	MIM:138250|HGNC:HGNC:9722|Ensembl:ENSG00000059573|AllianceGenome:HGNC:9722	10	10q24.1	aldehyde dehydrogenase 18 family member A1	protein-coding	ALDH18A1	aldehyde dehydrogenase 18 family member A1	O	delta-1-pyrroline-5-carboxylate synthase|Spastic paraplegia-9 (spastic paraparesis with amyotrophy, cataracts and gastroesophageal reflux)|aldehyde dehydrogenase family 18 member A1|delta-1-pyrroline-5-carboxylate synthetase|delta1-pyrroline-5-carboxlate synthetase|pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase)|spastic paraplegia 9 (autosomal dominant)	20250503	-
ALDH1A1	9606	216	-	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	MIM:100640|HGNC:HGNC:402|Ensembl:ENSG00000165092|AllianceGenome:HGNC:402	9	9q21.13	aldehyde dehydrogenase 1 family member A1	protein-coding	ALDH1A1	aldehyde dehydrogenase 1 family member A1	O	aldehyde dehydrogenase 1A1|3-deoxyglucosone dehydrogenase|ALDH class 1|ALHDII|RALDH 1|acetaldehyde dehydrogenase 1|aldehyde dehydrogenase 1, soluble|aldehyde dehydrogenase, liver cytosolic|epididymis luminal protein 12|epididymis luminal protein 9|epididymis secretory sperm binding protein Li 53e|retinal dehydrogenase 1|retinaldehyde dehydrogenase 1	20250503	-
ALDH1A2	9606	8854	-	DIH4|RALDH(II)|RALDH2|RALDH2-T	MIM:603687|HGNC:HGNC:15472|Ensembl:ENSG00000128918|AllianceGenome:HGNC:15472	15	15q21.3	aldehyde dehydrogenase 1 family member A2	protein-coding	ALDH1A2	aldehyde dehydrogenase 1 family member A2	O	retinal dehydrogenase 2|RALDH 2|retinaldehyde-specific dehydrogenase type 2	20250503	-
ALDH1B1	9606	219	-	ALDH5|ALDHX	MIM:100670|HGNC:HGNC:407|Ensembl:ENSG00000137124|AllianceGenome:HGNC:407	9	9p13.1	aldehyde dehydrogenase 1 family member B1	protein-coding	ALDH1B1	aldehyde dehydrogenase 1 family member B1	O	aldehyde dehydrogenase X, mitochondrial|ALDH class 2|acetaldehyde dehydrogenase 5|aldehyde dehydrogenase 5|epididymis secretory sperm binding protein	20250503	-
ALDH3B2	9606	222	-	ALDH8	MIM:601917|HGNC:HGNC:411|Ensembl:ENSG00000132746|AllianceGenome:HGNC:411	11	11q13.2	aldehyde dehydrogenase 3 family member B2	protein-coding	ALDH3B2	aldehyde dehydrogenase 3 family member B2	O	aldehyde dehydrogenase family 3 member B2|acetaldehyde dehydrogenase 8|aldehyde dehydrogenase 8|long-chain fatty aldehyde dehydrogenase	20250503	-
ALG3	9606	10195	-	CDG1D|CDGS4|CDGS6|D16Ertd36e|NOT56L|Not56|not	MIM:608750|HGNC:HGNC:23056|Ensembl:ENSG00000214160|AllianceGenome:HGNC:23056	3	3q27.1	ALG3 alpha-1,3- mannosyltransferase	protein-coding	ALG3	ALG3 alpha-1,3- mannosyltransferase	O	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase|Not56-like protein|asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)|asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase)|asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog|asparagine-linked glycosylation protein 3 homolog|carbohydrate deficient glycoprotein syndrome type IV|dol-P-Man-dependent alpha(1-3)-mannosyltransferase|dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase|dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase	20250503	-
ALPG	9606	251	-	ALPPL|ALPPL2|GCAP	MIM:171810|HGNC:HGNC:441|Ensembl:ENSG00000163286|AllianceGenome:HGNC:441	2	2q37.1	alkaline phosphatase, germ cell	protein-coding	ALPG	alkaline phosphatase, germ cell	O	alkaline phosphatase, germ cell type|ALP-1|Nagao isozyme|alkaline phosphatase Nagao isozyme|alkaline phosphatase, placental like 2|alkaline phosphatase, placental-like|germ cell alkaline phosphatase|placental-like alkaline phosphatase|testicular and thymus alkaline phosphatase	20250503	-
ALPL	9606	249	-	AP-TNAP|APTNAP|HOPS|HPPA|HPPC|HPPI|HPPO|TNALP|TNAP|TNS-ALP|TNSALP	MIM:171760|HGNC:HGNC:438|Ensembl:ENSG00000162551|AllianceGenome:HGNC:438	1	1p36.12	alkaline phosphatase, biomineralization associated	protein-coding	ALPL	alkaline phosphatase, biomineralization associated	O	alkaline phosphatase, tissue-nonspecific isozyme|alkaline phosphatase liver/bone/kidney isozyme|alkaline phosphatase, liver/bone/kidney|liver/bone/kidney-type alkaline phosphatase|phosphoamidase|phosphocreatine phosphatase|tissue non-specific alkaline phosphatase|tissue-nonspecific ALP	20250503	-
AMH	9606	268	-	MIF|MIS	MIM:600957|HGNC:HGNC:464|Ensembl:ENSG00000104899|AllianceGenome:HGNC:464	19	19p13.3	anti-Mullerian hormone	protein-coding	AMH	anti-Mullerian hormone	O	muellerian-inhibiting factor|Mullerian inhibiting factor|Mullerian inhibiting substance|anti-Muellerian hormone|muellerian-inhibiting substance	20250503	-
AMIGO2	9606	347902	-	ALI1|AMIGO-2|DEGA	MIM:615690|HGNC:HGNC:24073|Ensembl:ENSG00000139211|AllianceGenome:HGNC:24073	12	12q13.11	adhesion molecule with Ig like domain 2	protein-coding	AMIGO2	adhesion molecule with Ig like domain 2	O	amphoterin-induced protein 2|alivin 1|amphoterin induced gene 2|differentially expressed in gastric adenocarcinoma|differentially expressed in gastric adenocarcinomas|transmembrane protein AMIGO2	20250503	-
AMOTL2	9606	51421	-	LCCP	MIM:614658|HGNC:HGNC:17812|Ensembl:ENSG00000114019|AllianceGenome:HGNC:17812	3	3q22.2	angiomotin like 2	protein-coding	AMOTL2	angiomotin like 2	O	angiomotin-like protein 2|Leman coiled-coil protein	20250503	-
ANGPTL1	9606	9068	-	ANG3|ANGPT3|ARP1|AngY|UNQ162|dJ595C2.2	MIM:603874|HGNC:HGNC:489|Ensembl:ENSG00000116194|AllianceGenome:HGNC:489	1	1q25.2	angiopoietin like 1	protein-coding	ANGPTL1	angiopoietin like 1	O	angiopoietin-related protein 1|ANG-3|angioarrestin|angiopoietin 3|angiopoietin Y1|angiopoietin-like protein 1|dJ595C2.2 (angiopoietin Y1)	20250503	-
ANGPTL4	9606	51129	-	ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158	MIM:605910|HGNC:HGNC:16039|Ensembl:ENSG00000167772|AllianceGenome:HGNC:16039	19	19p13.2	angiopoietin like 4	protein-coding	ANGPTL4	angiopoietin like 4	O	angiopoietin-related protein 4|PPARG angiopoietin related protein|fasting-induced adipose factor|hepatic angiopoietin-related protein|hepatic fibrinogen/angiopoietin-related protein|peroxisome proliferator-activated receptor (PPAR) gamma induced angiopoietin-related protein	20250503	-
ANK2	9606	287	-	ANK-2|CFAP87|FAP87|LQT4|brank-2	MIM:106410|HGNC:HGNC:493|Ensembl:ENSG00000145362|AllianceGenome:HGNC:493	4	4q25-q26	ankyrin 2	protein-coding	ANK2	ankyrin 2	O	ankyrin-2|ankyrin 2, neuronal|ankyrin B|ankyrin, brain|ankyrin-2, nonerythrocytic|non-erythroid ankyrin	20250511	-
ANKRD22	9606	118932	-	-	HGNC:HGNC:28321|Ensembl:ENSG00000152766|AllianceGenome:HGNC:28321	10	10q23.31	ankyrin repeat domain 22	protein-coding	ANKRD22	ankyrin repeat domain 22	O	ankyrin repeat domain-containing protein 22	20250304	-
ANKRD29	9606	147463	-	-	HGNC:HGNC:27110|Ensembl:ENSG00000154065|AllianceGenome:HGNC:27110	18	18q11.2	ankyrin repeat domain 29	protein-coding	ANKRD29	ankyrin repeat domain 29	O	ankyrin repeat domain-containing protein 29	20250503	-
ANKRD33B	9606	651746	-	-	HGNC:HGNC:35240|Ensembl:ENSG00000164236|AllianceGenome:HGNC:35240	5	5p15.2	ankyrin repeat domain 33B	protein-coding	ANKRD33B	ankyrin repeat domain 33B	O	ankyrin repeat domain-containing protein 33B|Ankyrin repeat domain-containing protein LOC651746	20250304	-
ANLN	9606	54443	-	FSGS8|Scraps|scra	MIM:616027|HGNC:HGNC:14082|Ensembl:ENSG00000011426|AllianceGenome:HGNC:14082	7	7p14.2	anillin, actin binding protein	protein-coding	ANLN	anillin, actin binding protein	O	anillin	20250503	-
ANO6	9606	196527	-	BDPLT7|SCTS|TMEM16F	MIM:608663|HGNC:HGNC:25240|Ensembl:ENSG00000177119|AllianceGenome:HGNC:25240	12	12q12	anoctamin 6	protein-coding	ANO6	anoctamin 6	O	anoctamin-6|SCAN channel|small-conductance calcium-activated nonselective cation channel|transmembrane protein 16F	20250503	-
ANO8	9606	57719	-	KIAA1623|TMEM16H	MIM:610216|HGNC:HGNC:29329|Ensembl:ENSG00000074855|AllianceGenome:HGNC:29329	19	19p13.11	anoctamin 8	protein-coding	ANO8	anoctamin 8	O	anoctamin-8|transmembrane protein 16H	20250503	-
ANO9	9606	338440	-	PIG5|TMEM16J|TP53I5	MIM:619963|HGNC:HGNC:20679|Ensembl:ENSG00000185101|AllianceGenome:HGNC:20679	11	11p15.5	anoctamin 9	protein-coding	ANO9	anoctamin 9	O	anoctamin-9|p53-induced gene 5 protein|transmembrane protein 16J|tumor protein p53-inducible protein 5	20250503	-
ANTXR1	9606	84168	-	ATR|GAPO|TEM8	MIM:606410|HGNC:HGNC:21014|Ensembl:ENSG00000169604|AllianceGenome:HGNC:21014	2	2p13.3	ANTXR cell adhesion molecule 1	protein-coding	ANTXR1	ANTXR cell adhesion molecule 1	O	anthrax toxin receptor 1|2310008J16Rik|2810405N18Rik|tumor endothelial marker 8	20250503	-
ANTXR2	9606	118429	-	CMG-2|CMG2|HFS|ISH|JHF	MIM:608041|HGNC:HGNC:21732|Ensembl:ENSG00000163297|AllianceGenome:HGNC:21732	4	4q21.21	ANTXR cell adhesion molecule 2	protein-coding	ANTXR2	ANTXR cell adhesion molecule 2	O	anthrax toxin receptor 2|capillary morphogenesis gene 2 protein|capillary morphogenesis protein 2	20250503	-
ANXA13	9606	312	-	ANX13|ISA	MIM:602573|HGNC:HGNC:536|Ensembl:ENSG00000104537|AllianceGenome:HGNC:536	8	8q24.13	annexin A13	protein-coding	ANXA13	annexin A13	O	annexin A13|annexin XIII|annexin, intestine-specific|annexin-13|intestine-specific annexin	20250503	-
ANXA6	9606	309	-	ANX6|CBP68|CPB-II|p68|p70	MIM:114070|HGNC:HGNC:544|Ensembl:ENSG00000197043|AllianceGenome:HGNC:544	5	5q33.1	annexin A6	protein-coding	ANXA6	annexin A6	O	annexin A6|67 kDa calelectrin|annexin VI (p68)|annexin-6|calcium-binding protein p68|calelectrin|calphobindin II|chromobindin-20|lipocortin VI|testis secretory sperm-binding protein Li 198a	20250503	-
AOC1	9606	26	-	ABP|ABP1|DAO|DAO1|KAO|KDAO	MIM:104610|HGNC:HGNC:80|Ensembl:ENSG00000002726|AllianceGenome:HGNC:80	7	7q36.1	amine oxidase copper containing 1	protein-coding	AOC1	amine oxidase copper containing 1	O	diamine oxidase [copper-containing]|amiloride binding protein 1 (amine oxidase (copper-containing))|amiloride-binding protein 1|amiloride-sensitive amine oxidase|amine oxidase copper domain-containing protein 1|diamine oxidase|histaminase|kidney amine oxidase	20250503	-
AOC3	9606	8639	-	HPAO|SSAO|VAP-1|VAP1	MIM:603735|HGNC:HGNC:550|Ensembl:ENSG00000131471|AllianceGenome:HGNC:550	17	17q21.31	amine oxidase copper containing 3	protein-coding	AOC3	amine oxidase copper containing 3	O	amine oxidase [copper-containing] 3|amine oxidase, copper containing 3 (vascular adhesion protein 1)|copper amine oxidase|membrane primary amine oxidase|placenta copper monamine oxidase|semicarbazide-sensitive amine oxidase	20250510	-
AOPEP	9606	84909	-	AP-O|APO|C90RF3|C9orf3|DYT31|ONPEP	MIM:619600|HGNC:HGNC:1361|Ensembl:ENSG00000148120|AllianceGenome:HGNC:1361	9	9q22.32	aminopeptidase O (putative)	protein-coding	AOPEP	aminopeptidase O (putative)	O	aminopeptidase O	20250503	-
AOX1	9606	316	-	AO|AOH1	MIM:602841|HGNC:HGNC:553|Ensembl:ENSG00000138356|AllianceGenome:HGNC:553	2	2q33.1	aldehyde oxidase 1	protein-coding	AOX1	aldehyde oxidase 1	O	aldehyde oxidase|azaheterocycle hydroxylase	20250503	-
AP001107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP001528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP003071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP005018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP1M2	9606	10053	-	AP1-mu2|HSMU1B|MU-1B|MU1B|mu2	MIM:607309|HGNC:HGNC:558|Ensembl:ENSG00000129354|AllianceGenome:HGNC:558	19	19p13.2	adaptor related protein complex 1 subunit mu 2	protein-coding	AP1M2	adaptor related protein complex 1 subunit mu 2	O	AP-1 complex subunit mu-2|AP-mu chain family member mu1B|HA1 47 kDa subunit 2|adaptor protein complex AP-1 mu-2 subunit|adaptor related protein complex 1 mu 2 subunit|clathrin assembly protein complex 1 mu-2 medium chain 2|clathrin coat assembly protein AP47 2|clathrin coat associated protein AP47 2|clathrin-associated adaptor medium chain mu2|golgi adaptor AP-1 47 kDa protein|golgi adaptor HA1/AP1 adaptin mu-2 subunit|mu-adaptin 2|mu1B-adaptin	20250503	-
AP2S1	9606	1175	-	AP17|CLAPS2|FBH3|FBHOk|HHC3	MIM:602242|HGNC:HGNC:565|Ensembl:ENSG00000042753|AllianceGenome:HGNC:565	19	19q13.32	adaptor related protein complex 2 subunit sigma 1	protein-coding	AP2S1	adaptor related protein complex 2 subunit sigma 1	O	AP-2 complex subunit sigma|HA2 17 kDa subunit|adaptor protein complex AP-2 subunit sigma|adaptor related protein complex 2 sigma 1 subunit|clathrin assembly protein 2 sigma small chain|clathrin coat assembly protein AP17|clathrin coat-associated protein AP17|clathrin-associated/assembly/adaptor protein, small 2 (17kD)|plasma membrane adaptor AP-2 17 kDa protein|sigma-2|sigma2-adaptin	20250511	-
APBA2	9606	321	-	D15S1518E|HsT16821|LIN-10|MGC:14091|MINT2|X11-BETA|X11L	MIM:602712|HGNC:HGNC:579|Ensembl:ENSG00000034053|AllianceGenome:HGNC:579	15	15q13.1	amyloid beta precursor protein binding family A member 2	protein-coding	APBA2	amyloid beta precursor protein binding family A member 2	O	amyloid-beta A4 precursor protein-binding family A member 2|X11-like protein|adapter protein X11beta|amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)|mint-2|neuron-specific X11L protein|neuronal munc18-1-interacting protein 2|phosphotyrosine-binding/-interacting domain (PTB)-bearing protein	20250503	-
APBB1	9606	322	-	FE65|MGC:9072|RIR	MIM:602709|HGNC:HGNC:581|Ensembl:ENSG00000166313|AllianceGenome:HGNC:581	11	11p15.4	amyloid beta precursor protein binding family B member 1	protein-coding	APBB1	amyloid beta precursor protein binding family B member 1	O	amyloid beta precursor protein binding family B member 1|adaptor protein FE65a2|amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)|stat-like protein	20250511	-
APH1B	9606	83464	-	APH-1B|PRO1328|PSFL|TAAV688|aph-1beta	MIM:607630|HGNC:HGNC:24080|Ensembl:ENSG00000138613|AllianceGenome:HGNC:24080	15	15q22.2	aph-1 homolog B, gamma-secretase subunit	protein-coding	APH1B	aph-1 homolog B, gamma-secretase subunit	O	gamma-secretase subunit APH-1B|APH1B gamma secretase subunit|anterior pharynx defective 1 homolog B	20250503	-
APLP1	9606	333	-	APLP	MIM:104775|HGNC:HGNC:597|Ensembl:ENSG00000105290|AllianceGenome:HGNC:597	19	19q13.12	amyloid beta precursor like protein 1	protein-coding	APLP1	amyloid beta precursor like protein 1	O	amyloid beta precursor like protein 1|amyloid beta (A4) precursor-like protein 1|amyloid precursor-like protein 1|amyloid-like protein 1	20250503	-
APOA1	9606	335	-	AMYLD3|HPALP2|apo(a)	MIM:107680|HGNC:HGNC:600|Ensembl:ENSG00000118137|AllianceGenome:HGNC:600	11	11q23.3	apolipoprotein A1	protein-coding	APOA1	apolipoprotein A1	O	apolipoprotein A-I|apo-AI|epididymis secretory sperm binding protein	20250503	-
APOBEC3B	9606	9582	-	A3B|APOBEC1L|ARCD3|ARP4|DJ742C19.2|PHRBNL|bK150C2.2	MIM:607110|HGNC:HGNC:17352|Ensembl:ENSG00000179750|AllianceGenome:HGNC:17352	22	22q13.1	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	protein-coding	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	O	DNA dC->dU-editing enzyme APOBEC-3B|apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B|cytidine deaminase|phorbolin 2|phorbolin 3|phorbolin-1-related protein|phorbolin-2/3|probable DNA dC->dU-editing enzyme APOBEC-3B	20250503	-
APOBEC3C	9606	27350	-	A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3	MIM:607750|HGNC:HGNC:17353|Ensembl:ENSG00000244509|AllianceGenome:HGNC:17353	22	22q13.1	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	protein-coding	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	O	DNA dC->dU-editing enzyme APOBEC-3C|apolipoprotein B editing enzyme catalytic polypeptide-like 3C|apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C|phorbolin I|probable DNA dC->dU-editing enzyme APOBEC-3C	20250503	-
APOBEC3G	9606	60489	-	A3G|ARCD|ARP-9|ARP9|CEM-15|CEM15|MDS019|bK150C2.7|dJ494G10.1	MIM:607113|HGNC:HGNC:17357|Ensembl:ENSG00000239713|AllianceGenome:HGNC:17357	22	22q13.1	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	protein-coding	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	O	DNA dC->dU-editing enzyme APOBEC-3G|APOBEC-related cytidine deaminase|APOBEC-related protein 9|DNA dC->dU editing enzyme|apolipoprotein B editing enzyme catalytic polypeptide-like 3G|apolipoprotein B mRNA editing enzyme cytidine deaminase|apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G|apolipoprotein B mRNA-editing enzyme catalytic polypeptide 3G|deoxycytidine deaminase|phorbolin-like protein MDS019	20250503	-
APOC1	9606	341	-	APOC1B|Apo-CI|ApoC-I|apo-CIB|apoC-IB	MIM:107710|HGNC:HGNC:607|Ensembl:ENSG00000130208|AllianceGenome:HGNC:607	19	19q13.32	apolipoprotein C1	protein-coding	APOC1	apolipoprotein C1	O	apolipoprotein C-I	20250503	-
APOD	9606	347	-	-	MIM:107740|HGNC:HGNC:612|Ensembl:ENSG00000189058|AllianceGenome:HGNC:612	3	3q29	apolipoprotein D	protein-coding	APOD	apolipoprotein D	O	apolipoprotein D|apo-D	20250503	-
APOL3	9606	80833	-	APOLIII|CG121|CG12_1|apoL-III	MIM:607253|HGNC:HGNC:14868|Ensembl:ENSG00000128284|AllianceGenome:HGNC:14868	22	22q12.3	apolipoprotein L3	protein-coding	APOL3	apolipoprotein L3	O	apolipoprotein L3|TNF-inducible protein CG12-1|apolipoprotein L, 3|apolipoprotein L-III	20250503	-
APOL4	9606	80832	-	APOL-IV|APOLIV	MIM:607254|HGNC:HGNC:14867|Ensembl:ENSG00000100336|AllianceGenome:HGNC:14867	22	22q12.3	apolipoprotein L4	protein-coding	APOL4	apolipoprotein L4	O	apolipoprotein L4|apolipoprotein L, 4|apolipoprotein L-IV	20250503	-
APOLD1	9606	81575	-	BDVAS|VERGE	MIM:612456|HGNC:HGNC:25268|Ensembl:ENSG00000178878|AllianceGenome:HGNC:25268	12	12p13.1	apolipoprotein L domain containing 1	protein-coding	APOLD1	apolipoprotein L domain containing 1	O	apolipoprotein L domain-containing protein 1|vascular early response gene protein	20250503	-
AQP1	9606	358	-	AQP-CHIP|CHIP28|CO	MIM:107776|HGNC:HGNC:633|Ensembl:ENSG00000240583|AllianceGenome:HGNC:633	7	7p14.3	aquaporin 1 (Colton blood group)	protein-coding	AQP1	aquaporin 1 (Colton blood group)	O	aquaporin-1|Colton blood group antigen|aquaporin 1 (channel-forming integral protein, 28kDa, CO blood group)|aquaporin 1, Colton blood group antigen|aquaporin-CHIP|bloodgroup CO protein|channel-like integral membrane protein of 28 kDa|channel-like integral membrane protein, 28-kDa|urine water channel|water channel protein for red blood cells and kidney proximal tubule	20250503	-
AQP5	9606	362	-	AQP-5|PPKB	MIM:600442|HGNC:HGNC:638|Ensembl:ENSG00000161798|AllianceGenome:HGNC:638	12	12q13.12	aquaporin 5	protein-coding	AQP5	aquaporin 5	O	aquaporin-5	20250503	-
AR	9606	367	-	AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	MIM:313700|HGNC:HGNC:644|Ensembl:ENSG00000169083|AllianceGenome:HGNC:644	X	Xq12	androgen receptor	protein-coding	AR	androgen receptor	O	androgen receptor|dihydrotestosterone receptor|nuclear receptor subfamily 3 group C member 4	20250511	-
ARHGAP11A	9606	9824	-	GAP (1-12)	MIM:610589|HGNC:HGNC:15783|Ensembl:ENSG00000198826|AllianceGenome:HGNC:15783	15	15q13.3	Rho GTPase activating protein 11A	protein-coding	ARHGAP11A	Rho GTPase activating protein 11A	O	rho GTPase-activating protein 11A|rho-type GTPase-activating protein 11A	20250503	-
ARHGAP20	9606	57569	-	RARHOGAP	MIM:609568|HGNC:HGNC:18357|Ensembl:ENSG00000137727|AllianceGenome:HGNC:18357	11	11q22.3-q23.1	Rho GTPase activating protein 20	protein-coding	ARHGAP20	Rho GTPase activating protein 20	O	rho GTPase-activating protein 20|RA and RhoGAP domain containing protein|rho-type GTPase-activating protein 20	20250503	-
ARHGAP23	9606	57636	-	-	MIM:610590|HGNC:HGNC:29293|Ensembl:ENSG00000275832|AllianceGenome:HGNC:29293	17	17q12	Rho GTPase activating protein 23	protein-coding	ARHGAP23	Rho GTPase activating protein 23	O	rho GTPase-activating protein 23|rho-type GTPase-activating protein 23	20250503	-
